公司,关系大类,命中关键词,来源平台,新闻标题,媒体,发布日期,链接,摘要,正文
中信证券,研报观点,,cnstock,中信证券2026年春季资本市场论坛：聚焦新质生产力 锚定优势制造领域,中国证券报,2026-03-20,https://www.cs.com.cn/qs/2026/03/20/detail_202603206542088.html,3月19日至20日，中信证券2026年春季资本市场论坛在北京举行。中信证券研究团队研判，当前中国经济在波动中稳步复苏，以人工智能、商业航天、生物科技为代表的新质生产力加速从概念转向产业落地，持续重塑经济增长主线。资本市场生态持续优化，制度改革精准护航新产业发展，推动A股迈向增量配置新阶段。市场正聚焦低估值与定价权核心,"3月19日至20日，中信证券2026年春季资本市场论坛在北京举行。中信证券研究团队研判，当前中国经济在波动中稳步复苏，以人工智能、商业航天、生物科技为代表的新质生产力加速从概念转向产业落地，持续重塑经济增长主线。资本市场生态持续优化，制度改革精准护航新产业发展，推动A股迈向增量配置新阶段。市场正聚焦低估值与定价权核心，锚定优势制造布局，新质生产力全面赋能资本市场，为中国资产价值的重估与全球吸引力提升注入强劲动能。
新质生产力赋能资本市场
站在“十五五”开局与迈向2035年远景目标的关键节点，2026年被赋予了非凡的历史使命。中信证券党委委员、经营管理委员会执行委员、研究部行政负责人朱烨辛在论坛首日主论坛致辞中表示，2026年政府工作报告设定的4.5%-5%经济增长目标，既与2035年远景目标一脉相承，又凸显对增长质量的重视，为调结构、防风险、促改革预留了充足空间。在“十五五”规划纲要指引下，现代化产业体系建设正在提速，以人工智能、商业航天、生物科技为代表的新质生产力正从概念探索转向产业落地，持续重塑经济增长主线。尤为重要的是，中国企业出海与人民币国际化正形成战略共振，为中国资产的系统性重估开辟了广阔空间。
资本市场高质量发展的核心支撑，离不开生态体系的持续优化。朱烨辛认为，监管层通过严打财务造假、完善强制退市制度、深化创业板改革等举措，正构建起一个更注重投资者回报保护、制度更包容的市场环境，精准支持新产业、新业态发展。在基本面修复与增量资金入市的双重驱动下，A股正从存量博弈转向增量配置的关键时期，更具韧性的资本市场新生态加速成型，中国资产的全球吸引力也在持续攀升。
权益资产性价比突出
2026年中国经济的复苏路径与政策支撑，成为论坛聚焦的核心议题之一。中信证券首席经济学家明明预判，中国经济将在波动中持续复苏，实际GDP增速有望达4.9%，呈现“V”型增长节奏，而通胀回升将推动名义GDP快速回升。政策层面，积极的财政政策将持续发力，赤字率维持在4%，专项债向项目建设倾斜，政策性金融工具规模扩容至8000亿元；货币政策则具备灵活调整空间，预计全年将降息1次-2次、降准1次，结构性工具将精准发力，支持实体经济。
全球经济格局的演变，正深刻影响资产配置的底层逻辑。明明认为，当前全球经济步入再平衡阶段，美国经济面临结构性矛盾，通胀与经济走弱交织导致美联储降息节奏趋于谨慎。从大类资产表现来看，权益资产在经济复苏与通胀回升周期中性价比突出，国债利率短期或在1.8%附近震荡，人民币汇率则有望在美元偏弱环境下实现温和升值。
内部改革纵深推进，正在重塑中国经济的发展格局。中信证券宏观与政策首席分析师杨帆表示，国内需求侧温和复苏，再通胀预期明确，投资止跌回稳成为经济回升的关键。产业端则聚焦能源安全与航天强国战略，现代化产业体系建设与新兴未来产业发展机遇叠加，为经济增长注入持久动力。
围绕双核心布局优势制造
2026年春季的市场走向，既面临多重不确定性，也孕育着结构性机遇。中信证券首席A股策略师裘翔表示，当前是市场信心重塑与指数抉择的关键时期，全球地缘动荡叠加指数触及关键关口，让三大核心命题浮出水面：全球供应链扰动下A股的上行动力、金融条件走弱对市场风格的影响、AI创新对资产配置的重构，而这三大问题的答案，直指低估值与定价权两大核心要素。
从市场核心驱动力来看，指数层面的估值修复空间已相对有限。裘翔表示，企业利润率的回升将成为下一阶段A股上涨行情的核心驱动力，而全球供应链扰动恰好为检验中国优势制造业的定价权提供了重要契机。从风格演变来看，中东地缘冲突成为今年风格切换的催化剂，在全球能化成本上升与金融条件走弱的背景下，低估值与定价权优势将持续凸显；从产业趋势来看，AI颠覆式创新的加速与全球供应链的重构，正在共同强化中国优势制造业的定价权提升逻辑。
基于上述判断，具体配置策略需紧扣时代趋势与市场逻辑。裘翔建议，投资者应坚定围绕中国优势制造定价权的重估进行布局，核心方向包括化工、有色、电力设备、新能源等行业，涨价主线仍是核心投资线索；同时需增加低估值因子敞口，重点关注保险、券商、电力等板块。这一策略既契合“十五五”规划中现代化产业体系建设的要求，也顺应了全球资产向中国优势资产配置的长期趋势。"
中信证券,研报观点,,cnstock,中信证券：氢能行业有望迎来产业化加速,中证金牛座,2026-03-17,https://jnzstatic.cs.com.cn/zzb/htmlInfo/117003.html,https://jnzstatic.cs.com.cn/zzb/htmlInfo/117003.html,工信部、财政部和国家发改委联合发布《关于开展氢能综合应用试点工作的通知》，提出各地以城市群为主体申报氢能综合应用试点项目，并由中央财政给予四年合计最高80亿元的示范应用奖励。中信证券研报称，今年以来政策力度持续加大，“十五五”期间氢能行业有望迎来产业化加速，看好绿色氢氨醇项目运营商、电解槽生产商以及燃料电池汽车产业链企业。
中信证券,其他,,cnstock,中信证券余经纬：避险滞胀双扰动 高波动迎风格切换,中国证券报,2026-03-14,https://webtestone.cs.com.cn/qs/202603/t20260314_6541211.html,https://webtestone.cs.com.cn/qs/202603/t20260314_6541211.html,"3月，中东地区冲突并引发霍尔木兹海峡航运受阻，成为全球市场核心催化因素，避险情绪与滞胀预期形成双重冲击，进而主导全球资产定价体系。
日前，中信证券大类资产首席分析师余经纬在接受中国证券报记者专访时表示，原油价格暴涨、全球股市震荡、传统避险资产反常走弱，凸显滞胀交易的核心地位。国内A股呈现抗跌但波动加剧的特征，高估值下市场风格有望切换，外部滞胀扰动较短期避险冲击更具持续性。大类资产走势显著分化，债市聚焦国内降息政策窗口，黄金定价逻辑重构，大宗商品则受地缘局势与美联储政策路径左右，政策与供需格局成为驱动资产表现的关键。
三月伊始，中东地区冲突的爆发成为关键催化因素，全球市场迅速确立“避险+通胀”的核心交易主线。冲突直接引发资产价格剧烈波动：全球股市普遍下跌、能源价格飙升、美元走强、海外债市走熊，布伦特原油价格单周涨幅超28%，从3月2日的78.07美元/桶攀升至3月12日的101.75美元/桶，直观反映出地缘风险对市场的即时冲击。
从市场表现来看，一个异常现象值得关注。余经纬表示，传统“避险资产”黄金同步下跌，日元、瑞郎等避险货币亦趋于贬值，均未展现应有避险属性；反观2025年以来屡遭信用质疑的美元，却在这一过程中持续走强。深究背后逻辑，一方面源于前期黄金快速上涨后市场看多观点出现分歧，另一方面更核心的是，油价暴涨强化了全球通胀风险预期，进而削减了市场对美元流动性宽松的憧憬，这种“避险资产失效”的反常表现，恰恰凸显了滞胀预期的主导作用。
进一步追溯波动的核心催化，余经纬认为，霍尔木兹海峡航运受阻成为关键变量。作为全球近17%石油供应的必经通道，该海峡航运中断已导致1.8亿桶石油供应停滞，途经船舶数量从2月28日的91艘锐减至3月8日的4艘。地缘风险的持续发酵进一步放大了市场波动，但韩国股市“先暴跌后暴涨”的走势也表明，当前市场风险偏好虽有所下降，却尚未进入极度悲观的“全然避险”状态，滞胀预期与避险情绪的交织构成了市场的核心矛盾。
回归本质来看，3月全球市场的风险偏好摇摆源于双重底层因素。在余经纬看来：一是伊朗局势的不确定性仍在蔓延，既直接推动避险情绪扩散，又通过推高油价加剧美国滞胀风险，双重冲击下全球权益市场环境趋于动荡；二是过去几年全球货币政策持续宽松催生了股市长期上涨，当前全球主要市场估值均处于2016年以来的较高分位数，高估值本身就蕴含高波动属性，而中东地区冲突的爆发则成为这种属性的“放大器”，进一步激化了市场的脆弱性。
视线转回国内，在外部环境复杂多变的背景下，A股呈现出“抗跌但波动加剧”的鲜明特征。截至3月13日，3月以来上证指数在全球股市调整中累计跌幅不足2%，显著低于欧美主要指数，既反映出投资者对2026年A股指数表现仍保持乐观预期，也凸显出市场情绪已从高位逐步趋于冷静，不再盲目亢奋。
对于这种冷静的核心原因，余经纬认为，在于权益资产偏高的估值客观上加大了赚钱难度，也预示着市场波动将进一步放大。历史经验显示，股市波动与估值水平高度相关，市场估值与短期收益无明显关联，但当估值从“高区间”切换至“极高区间”后，上涨动能会随之减弱，波动则同步加剧。这意味着，无论2026年市场整体走势如何，2025年的低波动环境都难以重现，市场赚钱效应或有所弱化。
此外，高波动的另一重要体现，是市场风格可能出现显著切换。余经纬表示，2025年二季度以来，在PPI负增长、经济周期底部徘徊与流动性充裕的环境下，科技和中小成长风格持续占优；而随着PPI回升、M1触顶，市场底层环境正发生深刻变化，预计二、三季度之交可能迎来从“中小成长占优”向“大盘价值占优”的风格切换，这一切换将贯穿全年高波动周期。
对于外部风险的影响，余经纬提示，需明确区分“避险交易”与“滞胀交易”的差异：参考俄乌冲突、阿富汗战争等历史经验，战争引发的避险交易对A股冲击时间短、幅度有限，3月首周的市场表现已印证这一点；但从长期影响来看，滞胀交易的干扰更为持久——当前伊朗局势尚未缓和，霍尔木兹海峡航运恢复可能需要数周甚至数月时间，油价难以短期快速回落，滞胀交易恐将持续扰动股市行情，宽幅震荡或成为3月A股关键特征。
大类资产：政策与供需主导的分化格局
放眼大类资产版图，不同品类的演绎逻辑呈现显著分化，政策导向与供需格局成为核心驱动因素，各类资产的定价逻辑已形成清晰的差异化路径。
具体来看，债市的演绎逻辑尤为清晰。余经纬表示，历史上债券熊市的触发因素主要包括经济周期触底反弹、风险偏好明显回升或央行收紧流动性。尽管2025年以来的宏观环境对债券利率并不友好，但债市已充分定价相关利空因素，在央行不大幅收紧流动性的前提下，债市并无走熊风险。从政策节奏来看，今年政策靠前发力迹象明确，上半年政策高峰已至，为配合一揽子政策落地，3月-4月可能成为年内首个降息窗口；若降息未能在一、二季度之交落地，为对冲经济增速下行压力，三、四季度之交将是下一个关键窗口期。
货币政策堪称债市表现的“胜负手”，降息可能性决定了债市全年走熊风险有限，数量型工具的节奏则影响债市波动与持有体验。余经纬认为，当前股债“跷跷板”效应脱敏，债券利率走势更多取决于市场自身，而3月-4月作为博弈国内宽货币政策的重要窗口，利率表现值得期待。从市场定价来看，当前10年期国债收益率稳定在1.79%左右，略低于前期1.8%—1.9%的震荡区间，反映出市场对降息降准已有预期但尚未完全定价；3月10日首批300亿储蓄国债发售即告售罄，既凸显市场对低风险、稳健收益资产的迫切需求，也从侧面印证了债市的配置价值，而宽货币政策能否落地，将成为影响3月及上半年债市走势的核心变量。
“黄金资产定价逻辑已发生根本变化。”余经纬表示，全球流动性最快速扩张的阶段已正式结束，2022年—2024年主要央行持续宽松的格局发生改变，2025年年末以来货币政策分化态势愈发明确：日本央行重启降息，欧洲央行暂停降息并可能转向加息，美联储虽仍处于降息周期，但路径不确定性上升且降息空间收缩。这一背景下，黄金对流动性宽松的定价已较为极致，后续需警惕滞胀交易持续、美元上行带来的负面影响；同时其对避险情绪的定价也已充分，进一步上涨动力不足。
再看大宗商品，“再通胀”将是全年不可避免的核心话题，价格演绎路径存在多重可能性，但底层支撑逻辑明确。对于未来走势，余经纬认为，主要取决于两大不确定因素：一是3月以来，中东地区冲突的发展路径，尤其是霍尔木兹海峡被封锁的时间；二是美联储的降息路径。
不过从中期来看，铜的供需缺口有望对铜价形成坚实支撑；当前全球石油库存处于五年来最低水平，即便地缘风险缓解，能源出口恢复也将呈现“缓慢爬坡”特征，这将持续为商品市场提供再通胀交易的土壤。"
中信证券,研报观点,,cnstock,中信证券余经纬：避险滞胀双扰动 高波动迎风格切换,中国证券报,2026-03-14,https://www.cs.com.cn/qs/2026/03/14/detail_202603146541211.html,3月，中东地区冲突并引发霍尔木兹海峡航运受阻，成为全球市场核心催化因素，避险情绪与滞胀预期形成双重冲击，进而主导全球资产定价体系。 　　日前，中信证券大类资产首席分析师余经纬在接受中国证券报记者专访时表示，原油价格暴涨、全球股市震荡、传统避险资产反常走弱，凸显滞胀交易的核心地位。国内A股呈现抗跌但波动加剧的特征,"3月，中东地区冲突并引发霍尔木兹海峡航运受阻，成为全球市场核心催化因素，避险情绪与滞胀预期形成双重冲击，进而主导全球资产定价体系。
日前，中信证券大类资产首席分析师余经纬在接受中国证券报记者专访时表示，原油价格暴涨、全球股市震荡、传统避险资产反常走弱，凸显滞胀交易的核心地位。国内A股呈现抗跌但波动加剧的特征，高估值下市场风格有望切换，外部滞胀扰动较短期避险冲击更具持续性。大类资产走势显著分化，债市聚焦国内降息政策窗口，黄金定价逻辑重构，大宗商品则受地缘局势与美联储政策路径左右，政策与供需格局成为驱动资产表现的关键。
三月伊始，中东地区冲突的爆发成为关键催化因素，全球市场迅速确立“避险+通胀”的核心交易主线。冲突直接引发资产价格剧烈波动：全球股市普遍下跌、能源价格飙升、美元走强、海外债市走熊，布伦特原油价格单周涨幅超28%，从3月2日的78.07美元/桶攀升至3月12日的101.75美元/桶，直观反映出地缘风险对市场的即时冲击。
从市场表现来看，一个异常现象值得关注。余经纬表示，传统“避险资产”黄金同步下跌，日元、瑞郎等避险货币亦趋于贬值，均未展现应有避险属性；反观2025年以来屡遭信用质疑的美元，却在这一过程中持续走强。深究背后逻辑，一方面源于前期黄金快速上涨后市场看多观点出现分歧，另一方面更核心的是，油价暴涨强化了全球通胀风险预期，进而削减了市场对美元流动性宽松的憧憬，这种“避险资产失效”的反常表现，恰恰凸显了滞胀预期的主导作用。
进一步追溯波动的核心催化，余经纬认为，霍尔木兹海峡航运受阻成为关键变量。作为全球近17%石油供应的必经通道，该海峡航运中断已导致1.8亿桶石油供应停滞，途经船舶数量从2月28日的91艘锐减至3月8日的4艘。地缘风险的持续发酵进一步放大了市场波动，但韩国股市“先暴跌后暴涨”的走势也表明，当前市场风险偏好虽有所下降，却尚未进入极度悲观的“全然避险”状态，滞胀预期与避险情绪的交织构成了市场的核心矛盾。
回归本质来看，3月全球市场的风险偏好摇摆源于双重底层因素。在余经纬看来：一是伊朗局势的不确定性仍在蔓延，既直接推动避险情绪扩散，又通过推高油价加剧美国滞胀风险，双重冲击下全球权益市场环境趋于动荡；二是过去几年全球货币政策持续宽松催生了股市长期上涨，当前全球主要市场估值均处于2016年以来的较高分位数，高估值本身就蕴含高波动属性，而中东地区冲突的爆发则成为这种属性的“放大器”，进一步激化了市场的脆弱性。
视线转回国内，在外部环境复杂多变的背景下，A股呈现出“抗跌但波动加剧”的鲜明特征。截至3月13日，3月以来上证指数在全球股市调整中累计跌幅不足2%，显著低于欧美主要指数，既反映出投资者对2026年A股指数表现仍保持乐观预期，也凸显出市场情绪已从高位逐步趋于冷静，不再盲目亢奋。
对于这种冷静的核心原因，余经纬认为，在于权益资产偏高的估值客观上加大了赚钱难度，也预示着市场波动将进一步放大。历史经验显示，股市波动与估值水平高度相关，市场估值与短期收益无明显关联，但当估值从“高区间”切换至“极高区间”后，上涨动能会随之减弱，波动则同步加剧。这意味着，无论2026年市场整体走势如何，2025年的低波动环境都难以重现，市场赚钱效应或有所弱化。
此外，高波动的另一重要体现，是市场风格可能出现显著切换。余经纬表示，2025年二季度以来，在PPI负增长、经济周期底部徘徊与流动性充裕的环境下，科技和中小成长风格持续占优；而随着PPI回升、M1触顶，市场底层环境正发生深刻变化，预计二、三季度之交可能迎来从“中小成长占优”向“大盘价值占优”的风格切换，这一切换将贯穿全年高波动周期。
对于外部风险的影响，余经纬提示，需明确区分“避险交易”与“滞胀交易”的差异：参考俄乌冲突、阿富汗战争等历史经验，战争引发的避险交易对A股冲击时间短、幅度有限，3月首周的市场表现已印证这一点；但从长期影响来看，滞胀交易的干扰更为持久——当前伊朗局势尚未缓和，霍尔木兹海峡航运恢复可能需要数周甚至数月时间，油价难以短期快速回落，滞胀交易恐将持续扰动股市行情，宽幅震荡或成为3月A股关键特征。
大类资产：政策与供需主导的分化格局
放眼大类资产版图，不同品类的演绎逻辑呈现显著分化，政策导向与供需格局成为核心驱动因素，各类资产的定价逻辑已形成清晰的差异化路径。
具体来看，债市的演绎逻辑尤为清晰。余经纬表示，历史上债券熊市的触发因素主要包括经济周期触底反弹、风险偏好明显回升或央行收紧流动性。尽管2025年以来的宏观环境对债券利率并不友好，但债市已充分定价相关利空因素，在央行不大幅收紧流动性的前提下，债市并无走熊风险。从政策节奏来看，今年政策靠前发力迹象明确，上半年政策高峰已至，为配合一揽子政策落地，3月-4月可能成为年内首个降息窗口；若降息未能在一、二季度之交落地，为对冲经济增速下行压力，三、四季度之交将是下一个关键窗口期。
货币政策堪称债市表现的“胜负手”，降息可能性决定了债市全年走熊风险有限，数量型工具的节奏则影响债市波动与持有体验。余经纬认为，当前股债“跷跷板”效应脱敏，债券利率走势更多取决于市场自身，而3月-4月作为博弈国内宽货币政策的重要窗口，利率表现值得期待。从市场定价来看，当前10年期国债收益率稳定在1.79%左右，略低于前期1.8%—1.9%的震荡区间，反映出市场对降息降准已有预期但尚未完全定价；3月10日首批300亿储蓄国债发售即告售罄，既凸显市场对低风险、稳健收益资产的迫切需求，也从侧面印证了债市的配置价值，而宽货币政策能否落地，将成为影响3月及上半年债市走势的核心变量。
“黄金资产定价逻辑已发生根本变化。”余经纬表示，全球流动性最快速扩张的阶段已正式结束，2022年—2024年主要央行持续宽松的格局发生改变，2025年年末以来货币政策分化态势愈发明确：日本央行重启降息，欧洲央行暂停降息并可能转向加息，美联储虽仍处于降息周期，但路径不确定性上升且降息空间收缩。这一背景下，黄金对流动性宽松的定价已较为极致，后续需警惕滞胀交易持续、美元上行带来的负面影响；同时其对避险情绪的定价也已充分，进一步上涨动力不足。
再看大宗商品，“再通胀”将是全年不可避免的核心话题，价格演绎路径存在多重可能性，但底层支撑逻辑明确。对于未来走势，余经纬认为，主要取决于两大不确定因素：一是3月以来，中东地区冲突的发展路径，尤其是霍尔木兹海峡被封锁的时间；二是美联储的降息路径。
不过从中期来看，铜的供需缺口有望对铜价形成坚实支撑；当前全球石油库存处于五年来最低水平，即便地缘风险缓解，能源出口恢复也将呈现“缓慢爬坡”特征，这将持续为商品市场提供再通胀交易的土壤。"
中信证券,研报观点,,cnstock,中信证券吴威辰：产业趋势与基本面双轮驱动 固态电池板块步入价值兑现期,中国证券报,2026-02-06,https://www.cs.com.cn/qs/2026/02/06/detail_202602066537087.html,固态电池板块经历开年以来的上行行情后，近期进入震荡调整阶段，备受市场关注。 　　日前，中信证券电池与能源管理首席分析师吴威辰在接受中国证券报记者专访时表示，固态电池板块走强并非单纯的主题炒作，而是由产业链相关公司基本面改善与产业发展提速这两重因素形成的坚实支撑，具备较强的合理性与可持续性。受益于锂电产业链价格,"固态电池板块经历开年以来的上行行情后，近期进入震荡调整阶段，备受市场关注。
日前，中信证券电池与能源管理首席分析师吴威辰在接受中国证券报记者专访时表示，固态电池板块走强并非单纯的主题炒作，而是由产业链相关公司基本面改善与产业发展提速这两重因素形成的坚实支撑，具备较强的合理性与可持续性。受益于锂电产业链价格、订单与盈利全面反转，叠加固态电池国标征求意见、多家企业装车测试成功等多重催化，行业正从概念期迈向产业化兑现周期，设备、材料、电池等环节将依次受益于产业发展，板块中长期结构性投资价值凸显。
板块并非单纯的主题炒作
今年以来，同花顺固态电池指数震荡上行，截至1月23日，区间涨幅达12.15%；此后指数开始震荡调整，截至2月5日，区间涨幅回落至5.52%。
吴威辰认为，板块的强势表现并非单纯的主题炒作，而是建立在业绩基本面改善与产业发展提速的双重坚实支撑之上，这一强势具备较强的合理性与可持续性。
“从业绩支撑来看，固态电池板块相关公司多数扎根锂电产业链，而该产业链在2025年已实现价格、订单与盈利的全面反转。”吴威辰表示，该产业链已有多家公司发布2025年业绩预告，普遍大幅预增，且凭借行业景气度的延续与订单的持续落地，2026年有望继续维持高增长水平。业绩的持续改善为板块估值提供了坚实基础，摆脱了单纯依赖概念炒作的逻辑，形成“业绩+估值”的双重驱动。
从产业端进展来看，固态电池行业正迎来多重关键突破，成为板块上涨的重要催化剂。2025年12月30日，固态电池国标的征求意见稿正式发布，吴威辰认为，这一里程碑事件意味着我国在固态电池行业标准制定中抢占了先机，有望进一步掌握全球行业话语权，为国内企业的产业化推进铺平道路。
在装车测试方面，国轩高科于2025年5月完成金石全固态电池装车测试，一汽红旗也在2026年1月4日宣布其固态电池装车测试成功。吴威辰认为，固态电池完成装车测试，标志着国内固态电池从实验室走向实际应用迈出了关键一步。此外，2026年2月7日至8日，CASIP大会的召开将成为行业重要事件，宁德时代、比亚迪、一汽、吉利、奇瑞、国轩高科等头部企业将出席并发表主题演讲，预计将进一步凝聚市场共识，为板块带来持续催化。
产业进入兑现周期
固态电池板块的投资价值，核心在于技术瓶颈的逐步突破与规模化降本的明确预期，产业发展逻辑正从概念期向兑现期过渡，具备长期投资价值。
材料端的技术迭代与降本是固态电池产业化的核心基础。据吴威辰介绍，当前固态电池的核心挑战之一在于材料体系的成熟度，高能量密度的正负极材料如富锂锰基正极材料等尚未实现大规模量产应用，而硫化物固态电解质及其核心原材料硫化锂的制备工艺也尚未完全收敛，规模化量产能力不足。但这一局面正逐步改善，根据SMM公开数据，2025年硫化锂价格维持在200万元-400万元/吨，预计2026年将降至150万元/吨以内；硫化物电解质2025年价格高达1000万元/吨以上，2026年有望降至500万元/吨。价格的快速下降将显著降低固态电池的生产成本，规模化降本效应逐步凸显，为产业化落地扫清关键障碍。
工艺与设备端的创新突破为固态电池量产提供了技术保障。为解决硫化物电解质稳定性不足、固固界面接触不佳等核心问题，全固态电池采用了等静压、干法电极等全新工艺，这也是其与液态电池在生产环节的核心差异。
“目前，这些新工艺与专用设备正逐步从试验线过渡至中试线，技术成熟度持续提升，为后续大规模量产奠定了基础。”吴威辰说。
吴威辰表示，极端场景的应用需求正在加速技术迭代，极端场景需求将倒逼硫化物电解质材料以及干法电极、等静压等专用工艺设备的技术升级与产业化进程，进一步强化产业发展逻辑。
长期来看，全固态电池产业化的终极门槛在于固-固界面控制问题。具体来看，吴威辰表示，一方面，充放电过程中的体积变化可能影响电池性能与循环寿命；另一方面，过大的加压装置会影响电池体积与能量密度，稀释其核心优势。这一矛盾的解决需要电池端与车端的协同发力，电芯生产环节通过等静压、高压化成分容等后道加压工艺提升固-固界面结合力；电芯内部通过材料改性或添加剂改善界面接触特性，降低加压需求与成本；车端则通过车载电池包加压装置，确保电芯工作过程中的体积稳定性。随着这一核心问题的逐步突破，固态电池产业化将进入加速通道。
梯度化投资机遇显现
在固态电池产业化持续加速的背景下，板块投资机遇逐步显现，设备、材料、电池等环节将依次受益于产业发展，且不同阶段的投资重点各有侧重，形成梯度化的投资机会。
“设备环节将率先受益于产业需求爆发，成为投资的核心主线。产业发展规律显示，新产业落地初期往往呈现设备先行的特征，新的产业需求首先反映在试验线、中试线的设备采购上。”吴威辰认为，全固态电池的生产工艺与液态电池差异显著，对等静压、干法电极等专用设备需求迫切，且单GWh设备投资额高达2.5亿元，显著高于传统锂电设备。随着电池行业扩产进入上行周期，设备公司主业自2025年四季度起已逐步兑现业绩，而固态电池专用设备的业绩贡献将从2026年起开始显现，其中干法电极、等静压等特有环节因技术壁垒高、需求确定性强，有望成为最具弹性的投资方向。
“材料与电池环节的业绩兑现将集中在2027年，长期成长空间可观。”吴威辰表示。
根据行业预测，固态电池出货量在2027年有望达到27GWh，随着规模化量产的实现，材料与电池企业的业绩将进入释放期。从2026年的产业趋势来看，半固态电池将率先在消费、动力、储能等领域放量，vivo手机等消费电子产品，蔚来汽车、上汽名爵等车企产品以及部分储能电站已实现量产应用或发布相关规划。随着更多下游车型、消费电子设备和储能电站的落地，半固态电池出货量有望迎来爆发式增长。
全固态电池方面，随着电池装车逐步推进，2026年将迎来密集的上车路试。吴威辰建议，重点关注电芯材料端对固-固界面浸润性的改善、电芯制造端的高压设备以及车端的PACK制造和车载加压装置等核心环节的投资机会。
投资策略方面，吴威辰表示，固态电池产业化持续加速，当前板块合计市值已突破万亿元，板块指数2025年以来显著跑赢沪深300指数，行业景气度持续提升。展望2026年，半固态电池放量在即，全固态电池开启装车验证，行业正从技术突破期向产业化初期过渡，建议把握板块内电池、材料、设备环节的结构性投资机会。"
中信证券,研报观点,,cnstock,中信证券：建议重点关注机器人产业中价值最厚、格局最清、确定性最高的环节,中证金牛座,2026-01-30,https://jnzstatic.cs.com.cn/zzb/htmlInfo/115037.html,,1月30日，中信证券研报表示，目前人形机器人处于技术验证期，但商业化落地时间相比于新能源汽车将缩短。 建议重点关注机器人产业中价值最厚、格局最清、确定性最高的环节，其业绩弹性最大 。同时龙头企业在产业趋势投资阶段的位置最为核心，建议积极寻找机器人细分环节中非标、技术、成本、扩产壁垒高的龙头企业，这类企业能够穿越产业周期。整体上，机器人公司本身（软硬一体的平台型企业）、高算力SOC芯片（大脑端侧驱动）、灵巧手（软硬件一体的小机器人）、执行器、精密传感器（软硬件一体）等环节属于人形机器人产业的高价值、高壁垒环节，值得关注。
中信证券,研报观点,,cnstock,平安银行、中信证券、东方证券位列前三！2025年记账式国债现货交易量排名出炉,中证金牛座,2026-01-28,https://jnzstatic.cs.com.cn/zzb/htmlInfo/114858.html,,"财政部1月28日消息，近日，财政部公布2025年记账式国债现货交易量排名。2025年记账式国债承销团国债现货交易量排名显示，平安银行、中信证券、东方证券位列前三。
分类来看，2025年记账式国债承销团银行类成员中，平安银行、上海浦东发展银行、交通银行排名前三。非银行类成员中，中信证券、东方证券、华泰证券位列前三。银行柜台交易量方面，中国农业银行、上海浦东发展银行、中国银行排名前三。"
中信证券,研报观点,,cnstock,中信证券：春节白酒实际动销有望维持平稳 看好行业底部配置机会,中国证券网,2026-01-23,https://jnzstatic.cs.com.cn/zzb/htmlInfo/114391.html,,中信证券研报称，白酒行业即将迎来春节旺季营销活动，渠道在经销商大会后持续学习吸收龙头企业进行的渠道、产品等多维度改革经验。行业或在新改革和新方向下重新聚焦市场培育和消费者教育，促进开瓶动销并为经销商减负。综合考虑到动销已逐步平稳、2026年春节假期多一天、白酒春节消费场景等诸多因素，判断2026年春节白酒实际动销有望维持平稳，无须过度悲观。再考虑到后续逐步复苏趋势明确，看好白酒行业底部配置机会。预计2026年啤酒行业将在底部位置温和复苏，建议关注渠道控制力强、具备品牌溢价能力的行业龙头。
中信证券,研报观点,,cnstock,中信证券：建议当前围绕先进封装和存储封装环节布局,中证金牛座,2026-01-23,https://jnzstatic.cs.com.cn/zzb/htmlInfo/114388.html,,中信证券研报表示，在原材料价格上涨、AI和存储等需求增加的背景下，当前有望步入新一轮封装涨价的起点。在国产算力需求牵引下，先进封装的市场关注度有望提升。建议当前核心围绕先进封装和存储封装环节进行布局。
中信证券,投资并购动态,投资,cnstock,中信证券贾祎樊：看好服务器电源、超级电容等方向投资机会,中国证券报·中证网,2026-01-22,https://www.cs.com.cn/sylm/jsbd/2026/01/22/detail_202601226534669.html,中证报中证网讯（记者 张韵）1月22日晚，中信证券电新组分析师贾祎樊在中国证券报“中证点金汇”直播间表示，AI浪潮或扩大电力缺口，IDC（互联网数据中心）电力系统有望迎来变革。看好服务器电源国产品牌份额提升，以及产能短缺与方案迭代下国内超级电容、SST（固态变压器）等新产品出海带来的投资机会。 他表示,"中证报中证网讯（记者 张韵）1月22日晚，中信证券电新组分析师贾祎樊在中国证券报“中证点金汇”直播间表示，AI浪潮或扩大电力缺口，IDC（互联网数据中心）电力系统有望迎来变革。看好服务器电源国产品牌份额提升，以及产能短缺与方案迭代下国内超级电容、SST（固态变压器）等新产品出海带来的投资机会。
他表示，AI用电进一步带动以北美为主的电力设备需求陡峭增长，供电侧上网电价提升带来SMR（小型核电站）投资机遇；输配电UPS（不间断电源）向全直流系统演变，输出电压等级不断提升；服务器电源功率密度提升下产品量价齐升，或催生超级电容需求。"
